"","GISJOIN_T","X","whites","blacks","asians","native_americans","others","latino","tot","E","H","Estd","Estd_cls","H_cls","biv_cls"
"461","G26016305690",463,495,572,3,8,0,20,1098,0.823823390547373,0.549738110677355,0.459784588665967,"M","M","MM"
"462","G26016305691",464,2831,1,2,14,0,54,2902,0.131798790562675,0.224256028115326,0.0735583055796311,"L","L","LL"
"463","G26016305692",465,3235,12,12,18,0,53,3330,0.162781086851356,0.280999633724145,0.0908498543733035,"L","L","LL"
"464","G26016305693",466,4187,4,19,26,1,62,4299,0.150140331003807,0.218613449031551,0.0837949142071463,"L","L","LL"
"465","G26016305694",467,3240,9,20,8,0,44,3321,0.142705281792042,0.241405324246271,0.079645334233129,"L","L","LL"
"466","G26016305695",468,3178,7,11,14,2,41,3253,0.13836178604053,0.315057299193678,0.0772211830978297,"L","L","LL"
"467","G26016305696",469,4106,5,28,8,1,59,4207,0.138819503597692,0.260559345025259,0.0774766401304413,"L","L","LL"
"468","G26016305697",470,4716,5,37,18,2,72,4850,0.158014398595847,0.24211455839111,0.0881895150044465,"L","L","LL"
"469","G26016305698",471,2718,17,20,15,0,52,2822,0.203471248242829,0.311860447377676,0.11355946584197,"L","L","LL"
"470","G26016305699",472,2787,14,5,10,0,46,2862,0.149132406329739,0.326492419522287,0.0832323807357859,"L","L","LL"
"471","G26016305701",473,2642,980,114,21,1,85,3843,0.825339172160075,0.270706938193206,0.460630562491547,"M","L","ML"
"472","G26016305702",474,2681,487,12,20,10,86,3296,0.614668535681029,0.164841517495474,0.343053041570277,"M","L","ML"
"473","G26016305703",475,1213,567,3,15,1,21,1820,0.739466147193095,0.215856995134156,0.412703914723375,"M","L","ML"
"474","G26016305704",476,1707,2274,18,18,3,37,4057,0.784978303011661,0.152876633905474,0.438104732522973,"M","L","ML"
"475","G26016305705",477,1978,2448,20,18,9,34,4507,0.788330809942668,0.213636658255762,0.439975802266754,"M","L","ML"
"476","G26016305706",478,41,2724,4,10,2,5,2786,0.13024064368848,0.203368273402995,0.0726886872514154,"L","L","LL"
"477","G26016305707",479,20,1562,4,4,0,4,1594,0.119883629808917,0.306370157323877,0.0669083277458922,"L","L","LL"
"478","G26016305708",480,53,2547,7,4,7,16,2634,0.183449824870413,0.33462966053241,0.102385296699143,"L","M","LM"
"479","G26016305709",481,113,3129,16,3,7,12,3280,0.227016070366875,0.410841631603978,0.126700081269659,"L","M","LM"
"480","G26016305710",482,477,2426,3,9,8,32,2955,0.545989260948323,0.268180714729462,0.304722408518121,"L","L","LL"
"481","G26016305715",483,3628,71,71,12,8,99,3889,0.334988185018497,0.254405295975064,0.186960465827939,"L","L","LL"
"482","G26016305716",484,1600,14,29,5,0,45,1693,0.276336746308769,0.255123445705458,0.15422647462152,"L","L","LL"
"483","G26016305717",485,2163,17,23,11,1,54,2269,0.247022287923497,0.308739027708931,0.137865763885106,"L","L","LL"
"484","G26016305718",486,3060,2,8,4,2,73,3149,0.148127730075285,0.186229396586536,0.0826716602419311,"L","L","LL"
"485","G26016305719",487,2953,4,34,4,0,54,3049,0.169972921068221,0.15525873269576,0.0948636934741305,"L","L","LL"
"486","G26016305720",488,1860,0,13,4,0,27,1904,0.13019215203772,0.204990496644288,0.0726616235458274,"L","L","LL"
"487","G26016305721",489,6255,2,63,13,0,140,6473,0.176076808046218,0.233891997152084,0.0982703376598186,"L","L","LL"
"488","G26016305722",490,6341,5,66,7,0,141,6560,0.174402056977079,0.189932468921328,0.097335641291304,"L","L","LL"
"489","G26016305723",491,6767,69,222,9,0,70,7137,0.25704767166046,0.235802795207883,0.143461037083958,"L","L","LL"
"490","G26016305724",492,1368,5,15,7,0,46,1441,0.252357972700255,0.238894325421462,0.140843666258942,"L","L","LL"
"491","G26016305725",493,1980,38,7,7,0,60,2092,0.264891649853507,0.210233028339285,0.147838844667934,"L","L","LL"
"492","G26016305726",494,5669,14,65,44,9,188,5989,0.269751146112723,0.255398561230909,0.150550981169889,"L","L","LL"
"493","G26016305727",495,5189,14,54,39,0,124,5420,0.224937966555027,0.268855343444879,0.125540269449189,"L","L","LL"
"494","G26016305728",496,6407,13,44,58,2,175,6699,0.226511369529011,0.271061528428645,0.126418402368817,"L","L","LL"
"495","G26016305729",497,2928,6,42,7,0,103,3086,0.247772195641165,0.261890807254777,0.138284295351269,"L","L","LL"
"496","G26016305735",498,4244,45,84,26,10,136,4545,0.331444689033655,0.175419701611431,0.184982803063657,"L","L","LL"
"497","G26016305736",499,5710,15,56,17,8,218,6024,0.254633296919979,0.192231147065792,0.142113548884819,"L","L","LL"
"498","G26016305737",500,6391,17,65,18,9,233,6733,0.250471284237233,0.219267310095921,0.139790685378738,"L","L","LL"
"499","G26016305738",501,4138,11,54,25,1,144,4373,0.265427740312072,0.251858333934877,0.148138042449652,"L","L","LL"
"500","G26016305739",502,6620,7,46,26,2,301,7002,0.251345108192053,0.185057806358517,0.140278375813658,"L","L","LL"
"501","G26016305740",503,7050,8,79,23,4,317,7481,0.267057357427438,0.155151914594373,0.149047549078948,"L","L","LL"
"502","G26016305741",504,2680,9,12,19,1,128,2849,0.274354337526166,0.157168075405453,0.153120071213781,"L","L","LL"
"503","G26016305742",505,1919,35,30,4,0,27,2015,0.249664524372165,0.138375114942521,0.139340424124968,"L","L","LL"
"504","G2601630574299",506,75,8,0,0,0,3,86,0.457335927478318,0,0.25524404102932,"L","L","LL"
"505","G26016305743",507,2174,77,30,9,1,97,2388,0.405618740767818,0.209431838985992,0.226380129550855,"L","L","LL"
"506","G26016305744",508,574,21,40,2,9,44,690,0.67355379716561,0.0773442577706389,0.37591753175207,"M","L","ML"
"507","G26016305745",509,3023,105,32,7,0,68,3235,0.314719483636764,0.38577406442038,0.1756482882004,"L","M","LM"
"508","G26016305746",510,4904,69,13,3,0,94,5083,0.186400139344858,0.356288109780253,0.104031898558999,"L","M","LM"
"509","G26016305747",511,4467,3,26,10,1,88,4595,0.152459465271071,0.249187540229501,0.0850892476861058,"L","L","LL"
"510","G26016305748",512,4161,0,36,9,1,51,4258,0.130851963741963,0.323165066591814,0.0730298714694879,"L","L","LL"
"511","G26016305749",513,1629,7,23,4,0,34,1697,0.212804847023314,0.292819844955704,0.118768646505324,"L","L","LL"
"512","G26016305750",514,4641,4,27,12,0,91,4775,0.153381378792237,0.236982756147139,0.0856037774190298,"L","L","LL"
"513","G26016305751",515,2887,4,29,6,0,47,2973,0.160649116877438,0.234863039614736,0.0896599792753713,"L","L","LL"
"514","G26016305752",516,4408,33,42,10,0,92,4585,0.208145683930367,0.250037758222226,0.116168318072315,"L","L","LL"
"515","G26016305753",517,3887,6,10,22,2,85,4012,0.169334950900226,0.302966286304051,0.0945076355439498,"L","L","LL"
"516","G26016305754",518,3550,1,42,4,1,74,3672,0.174389531948421,0.280511466930276,0.0973286509397119,"L","L","LL"
"517","G26016305755",519,4306,3,35,11,1,83,4439,0.163791897375575,0.22616902973781,0.0914139984682997,"L","L","LL"
"518","G26016305756",520,1733,2,10,3,0,28,1776,0.136935022921983,0.165465941924682,0.0764248914397971,"L","L","LL"
"519","G26016305760",521,1981,131,43,5,0,110,2270,0.518741809319792,0.370612599828546,0.289515316217797,"L","M","LM"
"520","G26016305761",522,6344,1,65,20,1,278,6709,0.249701513976862,0.170883573744218,0.139361068416422,"L","L","LL"
"521","G26016305762",523,2734,0,6,5,1,87,2833,0.168329687633321,0.171904973165519,0.0939465874322083,"L","L","LL"
"522","G26016305763",524,2442,0,15,2,1,75,2535,0.179243954053448,0.2205892469312,0.100037955502293,"L","L","LL"
"523","G26016305764",525,3942,2,17,10,3,105,4079,0.17384134516804,0.255605518815631,0.0970227020722462,"L","L","LL"
"524","G26016305765",526,4057,1,27,2,0,85,4172,0.144788676625584,0.267648931960644,0.0808080990290306,"L","L","LL"
"525","G26016305766",527,4656,0,24,12,0,139,4831,0.178906824763501,0.172461352693365,0.0998498000630519,"L","L","LL"
"526","G26016305767",528,3488,9,24,5,0,106,3632,0.199100334202702,0.184599089782982,0.111120012268433,"L","L","LL"
"527","G26016305770",529,3759,307,24,26,4,195,4315,0.514313961721854,0.372753885304306,0.287044087420638,"L","M","LM"
"528","G26016305771",530,3067,13,13,22,4,159,3278,0.294664002987793,0.199784683247431,0.164455111329616,"L","L","LL"
"529","G26016305772",531,3415,21,25,18,1,149,3629,0.280969234317341,0.19830419371408,0.156811915406475,"L","L","LL"
"530","G26016305773",532,3590,6,10,27,0,152,3785,0.240438761428325,0.162525958389416,0.134191427787968,"L","L","LL"
"531","G26016305774",533,3725,6,11,4,1,162,3909,0.213509205048734,0.158177085054332,0.119161756204208,"L","L","LL"
"532","G26016305775",534,3450,4,12,24,1,119,3610,0.217917385277562,0.246870379725577,0.12162200843367,"L","L","LL"
"533","G26016305776",535,4266,0,13,24,0,128,4431,0.184295717075235,0.156942802338896,0.102857398127571,"L","L","LL"
"534","G26016305777",536,2430,2,17,6,6,59,2520,0.191122185535503,0.270711650535373,0.106667322717064,"L","L","LL"
"535","G26016305778",537,5070,9,10,14,0,247,5350,0.23097823174523,0.170406256128546,0.128911405639029,"L","L","LL"
"536","G26016305779",538,4261,8,22,15,1,145,4452,0.212167368047286,0.187306881810669,0.1184128627146,"L","L","LL"
"537","G26016305780",539,2439,5,12,24,0,73,2553,0.226559298267555,0.154328557043313,0.126445151907116,"L","L","LL"
"538","G26016305785",540,4797,21,60,40,3,309,5230,0.361362984645415,0.189254250108815,0.201680521772881,"L","L","LL"
"539","G26016305786",541,5299,298,32,55,3,318,6005,0.489682843680573,0.327437596765601,0.273297198697961,"L","L","LL"
"540","G26016305791",542,2832,238,10,27,0,118,3225,0.485453514077947,0.195263541432997,0.270936764903548,"L","L","LL"
"541","G26016305792",543,4030,303,18,29,3,237,4620,0.508431873576381,0.215670673693475,0.283761231520339,"L","L","LL"
"542","G26016305793",544,23,3417,3,13,2,23,3481,0.115792476353577,0.387767845475565,0.0646250115276153,"L","M","LM"
"543","G26016305795",545,1983,127,2,35,1,95,2243,0.480029822504917,0.142463297644497,0.267909745001503,"L","L","LL"
"544","G2601630579599",546,17,3,0,0,0,0,20,0.422709087805991,0,0.235918433844308,"L","L","LL"
"545","G26016305796",547,29,4162,6,7,2,21,4227,0.0993267067833799,0.328618775900859,0.0554352905561442,"L","L","LL"
"546","G26016305797",548,2562,353,24,29,7,533,3508,0.833032314930726,0.193198862003284,0.464924187223423,"M","L","ML"
"547","G26016305798",549,1857,114,3,22,3,171,2170,0.553053778139669,0.208565419554833,0.308665190634065,"L","L","LL"
"548","G26016305801",550,2788,2,19,42,1,91,2943,0.259618530758511,0.24917998332654,0.144895860865947,"L","L","LL"
"549","G26016305802",551,3381,3,15,19,0,86,3504,0.183152085070019,0.219260918948925,0.102219124952596,"L","L","LL"
"550","G26016305803",552,3207,2,3,27,0,92,3331,0.185456612401515,0.217619363490118,0.103505306145481,"L","L","LL"
"551","G26016305804",553,2821,5,20,15,0,43,2904,0.162988051991092,0.307585618052798,0.0909653638171158,"L","L","LL"
"552","G26016305805",554,3145,3,9,4,0,42,3203,0.106163100779142,0.276191843842292,0.05925075469247,"L","L","LL"
"553","G26016305806",555,3611,2,5,10,0,45,3673,0.0998252046201587,0.27613037839443,0.0557135074961633,"L","L","LL"
"554","G26016305807",556,4291,15,18,14,1,107,4446,0.185479545208052,0.270831503481994,0.103518105188507,"L","L","LL"
"555","G2601630580799",557,13,0,0,0,0,1,14,0.257318640543832,0,0.143612267697233,"L","L","LL"
"556","G26016305808",558,2011,12,8,25,0,61,2117,0.253818259184003,0.352244244711182,0.141658667663331,"L","M","LM"
"557","G26016305809",559,4643,29,22,24,0,85,4803,0.186148470090805,0.268234404623893,0.103891439273935,"L","L","LL"
"558","G26016305815",560,2501,0,11,9,0,32,2553,0.118430335294236,0.302512213120106,0.0660972286337401,"L","L","LL"
"559","G26016305816",561,4418,5,60,19,0,112,4614,0.218308494670278,0.134223194846658,0.121840290741888,"L","L","LL"
"560","G26016305817",562,6361,204,165,39,2,266,7037,0.436866081539123,0.190440452896888,0.243819602486788,"L","L","LL"
"561","G26016305818",563,3145,2,22,15,2,85,3271,0.20000582134992,0.228105696274141,0.111625374267501,"L","L","LL"
"562","G26016305819",564,5130,6,13,11,2,158,5320,0.177607403984556,0.231796064335591,0.0991245795179611,"L","L","LL"
"563","G26016305820",565,2928,140,38,18,0,89,3213,0.402041350083503,0.195256113959758,0.224383549794613,"L","L","LL"
"564","G26016305821",566,4598,0,20,28,3,114,4763,0.181187079571656,0.168867122788758,0.101122434502728,"L","L","LL"
"565","G26016305830",567,3070,3,8,18,1,70,3170,0.168833381581281,0.212516565580107,0.0942277043770944,"L","L","LL"
"566","G26016305831",568,4763,16,9,38,0,108,4934,0.185272571072808,0.245029066901212,0.103402590724206,"L","L","LL"
"567","G26016305832",569,3214,3,4,22,1,76,3320,0.167990413733981,0.201324080996316,0.0937572350636752,"L","L","LL"
"568","G26016305833",570,2958,5,18,17,0,71,3069,0.192020242590393,0.247824950815571,0.107168537902647,"L","L","LL"
"569","G26016305834",571,5765,5,16,34,0,135,5955,0.168580460533673,0.204041562624583,0.0940865464527459,"L","L","LL"
"570","G26016305835",572,3109,12,18,12,2,97,3250,0.221933017051273,0.216773745866691,0.123863175198895,"L","L","LL"
"571","G26016305836",573,2973,3,25,10,0,92,3103,0.20936385965318,0.204670483474601,0.116848194888224,"L","L","LL"
"572","G26016305837",574,3778,23,28,6,2,135,3972,0.240961500217146,0.150368929078437,0.13448317386092,"L","L","LL"
"573","G26016305838",575,4745,52,70,29,3,145,5044,0.300115919765183,0.159608000552428,0.16749788401815,"L","L","LL"
"574","G26016305839",576,3795,224,86,20,6,115,4246,0.466808807349075,0.159961935395265,0.260530955949233,"L","L","LL"
"575","G26016305840",577,4420,352,51,17,1,167,5008,0.477975885539692,0.205288708317078,0.266763420954945,"L","L","LL"
"576","G26016305841",578,2247,8,9,17,1,54,2336,0.204453636973235,0.219370773188532,0.114107747431813,"L","L","LL"
"577","G26016305842",579,3484,263,73,24,1,107,3952,0.495988134682997,0.241916087156481,0.276816248609912,"L","L","LL"
"578","G26016305843",580,1564,86,72,15,2,52,1791,0.543746290168213,0.090566386159662,0.303470582690697,"L","L","LL"
"579","G26016305844",581,2987,45,24,15,8,103,3182,0.307799901821315,0.129185324456059,0.171786396057907,"L","L","LL"
"580","G26016305845",582,2063,84,18,6,0,49,2220,0.33124949259887,0.303552791307086,0.184873861859138,"L","L","LL"
"581","G26016305846",583,1866,223,88,18,6,89,2290,0.698775404941582,0.182607535550956,0.389993979070548,"M","L","ML"
"582","G26016305847",584,2882,33,69,19,0,77,3080,0.319484066721878,0.167971088325623,0.178307452651288,"L","L","LL"
"583","G26016305848",585,4889,1516,181,50,4,249,6889,0.832216557020918,0.189940235261186,0.464468904065266,"M","L","ML"
"584","G26016305855",586,2897,41,9,28,0,73,3048,0.255911408290313,0.249500556692533,0.142826876422519,"L","L","LL"
"585","G26016305856",587,482,1570,13,5,5,28,2103,0.673529105599927,0.383037089800768,0.375903751126876,"M","M","MM"
"586","G26016305857",588,1740,537,4,17,3,33,2334,0.672551473565433,0.0695596475403116,0.375358124299568,"M","L","ML"
"587","G26016305858",589,1208,1011,13,8,9,48,2297,0.850716261743774,0.235959504157291,0.474793785859152,"M","L","ML"
"588","G26016305859",590,2417,791,12,18,12,45,3295,0.697838087318629,0.55806034392756,0.389470852144724,"M","M","MM"
"589","G26016305860",591,171,35,0,6,0,4,216,0.653253479101146,0.115325045932695,0.364587708517922,"M","L","ML"
"590","G26016305861",592,422,9,0,0,0,5,436,0.162930194538499,0.349346372638481,0.0909330729579982,"L","M","LM"
"591","G26016305862",593,5647,966,86,38,5,165,6907,0.617464504520423,0.131188809072865,0.344613501491049,"M","L","ML"
"592","G26016305863",594,2183,8,14,23,0,33,2261,0.193716609920011,0.156165163581388,0.108115298535841,"L","L","LL"
"593","G26016305870",595,4497,72,10,14,1,61,4655,0.18712179488063,0.188946950053498,0.104434662182222,"L","L","LL"
"594","G26016305879",596,3195,508,15,22,2,57,3799,0.533333547778005,0.279145982495191,0.297659120511182,"L","L","LL"
"595","G26016305880",597,3536,185,35,16,0,65,3837,0.35625723533496,0.136234091378464,0.19883094882621,"L","L","LL"
"596","G26016305881",598,2391,30,11,12,1,22,2467,0.179246117171902,0.21544815405986,0.100039162761689,"L","L","LL"
"597","G26016305882",599,2419,578,81,17,4,71,3170,0.73188495540441,0.0688634351243306,0.408472771024187,"M","L","ML"
"598","G26016305883",600,2821,90,14,25,3,42,2995,0.29348345006989,0.157797129400185,0.163796232200928,"L","L","LL"
"599","G26016305884",601,3058,191,44,7,4,46,3350,0.383282272204467,0.246186937964057,0.213913909086021,"L","L","LL"
"600","G26016305890",602,5546,460,15,22,9,74,6126,0.382328100873563,0.356741161122759,0.213381375926693,"L","M","LM"
"601","G26016305891",603,2995,35,6,16,4,57,3113,0.208577219484241,0.0782694397688717,0.116409162650667,"L","L","LL"
"602","G26016305892",604,647,983,3,7,1,11,1652,0.748500505196589,0.36371010493871,0.417746085929193,"M","M","MM"
"603","G26016305903",605,7117,23,6,48,2,149,7345,0.168600398244298,0.226891159828489,0.0940976739009152,"L","L","LL"
"604","G26016305904",606,3022,13,10,7,0,50,3102,0.147179528284483,0.343556077639087,0.0821424587463696,"L","M","LM"
"605","G26016305915",607,4996,239,301,20,2,161,5719,0.528796873581674,0.141146838848285,0.295127154433009,"L","L","LL"
"606","G26016305916",608,688,56,0,10,0,18,772,0.436913361227652,0.339464655680059,0.243845989783376,"L","M","LM"
"607","G26016305917",609,2869,35,48,20,3,97,3072,0.328461841344986,0.155463332902637,0.183318044071226,"L","L","LL"
"608","G26016305918",610,2192,125,8,23,3,60,2411,0.403574441172968,0.0877866585912927,0.225239184223115,"L","L","LL"
"609","G26016305919",611,4700,23,100,11,1,128,4963,0.264739741771407,0.116885613968535,0.147754063153055,"L","L","LL"
"610","G26016305920",612,1838,9,2,7,2,26,1884,0.144080320471158,0.245900976409677,0.0804127579318623,"L","L","LL"
"611","G26016305930",613,4390,31,90,23,1,97,4632,0.27006163859786,0.165453573290122,0.150724270325308,"L","L","LL"
"612","G26016305931",614,6557,43,167,22,2,206,6997,0.305548366188997,0.118208597812597,0.170529790095451,"L","L","LL"
"613","G26016305940",615,2592,3,25,19,0,51,2690,0.1969861196856,0.261488551654152,0.109940046679629,"L","L","LL"
"614","G26016305941",616,4771,8,75,16,4,60,4934,0.184515517377172,0.241043336537805,0.102980071011801,"L","L","LL"
"615","G26016305942",617,2876,0,34,8,0,59,2977,0.178040408127848,0.180306208480864,0.0993662437316733,"L","L","LL"
"616","G26016305943",618,3503,6,27,4,0,36,3576,0.121713022846206,0.245998912451456,0.0679293314401426,"L","L","LL"
"617","G26016305944",619,2425,1,8,15,0,28,2477,0.124046057744924,0.234267811631794,0.0692314230092315,"L","L","LL"
"618","G26016305945",620,3799,14,61,5,0,49,3928,0.180242089673296,0.186227678458948,0.100595025598469,"L","L","LL"
"619","G26016305950",621,4498,14,18,17,1,59,4607,0.140967795418276,0.234078875981227,0.0786756246244419,"L","L","LL"
"620","G26016305951",622,5619,98,212,11,2,110,6052,0.340055227122607,0.166975208119877,0.189788435871425,"L","L","LL"
"621","G26016305952",623,3058,49,71,6,1,50,3235,0.279085510537006,0.164371218690961,0.155760589147183,"L","L","LL"
"622","G26016305960",624,5759,7,274,17,1,82,6140,0.281937393677138,0.196258266389713,0.157352255433373,"L","L","LL"
"623","G26016305961",625,3505,0,73,11,0,52,3641,0.193239386239534,0.186777357500935,0.107848954928525,"L","L","LL"
"624","G26016305970",626,4209,7,18,18,0,41,4293,0.120167674043834,0.243469407159672,0.0670668558518105,"L","L","LL"
"625","G26016305980",627,3053,2,33,19,1,41,3149,0.172376754270877,0.231889577361913,0.0962052983289896,"L","L","LL"
"626","G26016305990",628,2538,25,10,7,0,64,2644,0.21022832266208,0.155643297504595,0.117330660879751,"L","L","LL"
"627","G26016305991",629,4481,26,32,23,1,75,4638,0.191498538920166,0.181238464424378,0.106877369540383,"L","L","LL"
